               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  33,            0.047927,            0.025753,                   0,              0.4251,             0.76984,             0.55014,             0.26923,            0.045207,            0.020621,                   0,            0.007888,            0.007888,            0.007888
                  34,            0.054296,            0.022573,                   0,             0.70302,                0.75,             0.73176,             0.13629,            0.048994,            0.020193,                   0,            0.007822,            0.007822,            0.007822
                  35,            0.046047,            0.022349,                   0,              0.8441,             0.88092,             0.89772,             0.26946,            0.041308,            0.020247,                   0,            0.007756,            0.007756,            0.007756
                  36,            0.044332,            0.023521,                   0,             0.62402,             0.79762,             0.66809,             0.32352,            0.040721,            0.019724,                   0,             0.00769,             0.00769,             0.00769
                  37,            0.050622,            0.022139,                   0,             0.70149,             0.86905,             0.81592,             0.18875,            0.047081,            0.019556,                   0,            0.007624,            0.007624,            0.007624
                  38,            0.043994,             0.02357,                   0,             0.89228,             0.92042,             0.95916,             0.45662,            0.033795,            0.019903,                   0,            0.007558,            0.007558,            0.007558
                  39,            0.040046,            0.021152,                   0,             0.72572,             0.76984,             0.78761,             0.28567,             0.04719,            0.019329,                   0,            0.007492,            0.007492,            0.007492
                  40,            0.049239,            0.023548,                   0,             0.62117,             0.81335,             0.74451,             0.40608,            0.036607,            0.019213,                   0,            0.007426,            0.007426,            0.007426
                  41,            0.041585,            0.021146,                   0,             0.73166,             0.80067,             0.83289,             0.45592,            0.032698,            0.019146,                   0,             0.00736,             0.00736,             0.00736
                  42,            0.039405,            0.020549,                   0,             0.85645,             0.82867,             0.89841,             0.45513,             0.03694,            0.019109,                   0,            0.007294,            0.007294,            0.007294
                  43,            0.044545,            0.024185,                   0,             0.57052,             0.83333,             0.62678,              0.3176,            0.034798,            0.018912,                   0,            0.007228,            0.007228,            0.007228
                  44,             0.04103,            0.021517,                   0,             0.92548,             0.94048,             0.97177,             0.48056,            0.034583,            0.019265,                   0,            0.007162,            0.007162,            0.007162
                  45,            0.038285,            0.023581,                   0,              0.8759,             0.81349,             0.91547,             0.44786,            0.037524,             0.01903,                   0,            0.007096,            0.007096,            0.007096
                  46,            0.040786,            0.021597,                   0,             0.64261,             0.87049,             0.75453,             0.42673,            0.033091,            0.019089,                   0,             0.00703,             0.00703,             0.00703
                  47,            0.041105,            0.024551,                   0,             0.84784,             0.88446,             0.90541,             0.36018,            0.033207,            0.019153,                   0,            0.006964,            0.006964,            0.006964
                  48,            0.035751,             0.02604,                   0,             0.94234,             0.92857,             0.97522,             0.49242,            0.028373,            0.018772,                   0,            0.006898,            0.006898,            0.006898
                  49,            0.037064,            0.021154,                   0,             0.85758,             0.86024,              0.9045,             0.52428,            0.030163,            0.018302,                   0,            0.006832,            0.006832,            0.006832
                  50,            0.041451,            0.022743,                   0,             0.90241,             0.88063,              0.9511,             0.44488,            0.030254,            0.018353,                   0,            0.006766,            0.006766,            0.006766
                  51,            0.038624,            0.022457,                   0,             0.91859,             0.94444,              0.9753,             0.48003,            0.025225,            0.018365,                   0,              0.0067,              0.0067,              0.0067
                  52,            0.036076,            0.022399,                   0,             0.91375,             0.93254,             0.97043,             0.45074,            0.037796,            0.018518,                   0,            0.006634,            0.006634,            0.006634
                  53,            0.041272,            0.021419,                   0,             0.93008,             0.95635,             0.97867,              0.5803,            0.025734,            0.017968,                   0,            0.006568,            0.006568,            0.006568
                  54,            0.038413,            0.021529,                   0,             0.93077,             0.96029,              0.9829,             0.44986,            0.033486,            0.018129,                   0,            0.006502,            0.006502,            0.006502
                  55,             0.03964,            0.022545,                   0,             0.80392,             0.90079,             0.91067,             0.59464,            0.031466,            0.017797,                   0,            0.006436,            0.006436,            0.006436
                  56,            0.042906,            0.024965,                   0,             0.95161,             0.93635,             0.96708,             0.31705,            0.038785,            0.018088,                   0,             0.00637,             0.00637,             0.00637
                  57,            0.037633,            0.024004,                   0,             0.94358,             0.94048,              0.9784,              0.5214,            0.029131,            0.017915,                   0,            0.006304,            0.006304,            0.006304
                  58,             0.03378,            0.022322,                   0,             0.89322,             0.89624,             0.94942,             0.54373,              0.0328,            0.017985,                   0,            0.006238,            0.006238,            0.006238
                  59,              0.0381,            0.022431,                   0,             0.90468,             0.90873,             0.95924,             0.55148,            0.029307,            0.017781,                   0,            0.006172,            0.006172,            0.006172
                  60,            0.036144,            0.020969,                   0,             0.95528,             0.93233,             0.98076,              0.4834,            0.029963,             0.01784,                   0,            0.006106,            0.006106,            0.006106
                  61,              0.0336,            0.020612,                   0,             0.94031,             0.94048,              0.9795,             0.39348,            0.036255,             0.01792,                   0,             0.00604,             0.00604,             0.00604
                  62,             0.03927,            0.023149,                   0,             0.86999,             0.90873,             0.92768,             0.59476,            0.034413,            0.017593,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.041131,            0.019566,                   0,             0.94853,             0.95238,             0.98219,             0.48257,            0.028782,            0.017577,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.034219,            0.021431,                   0,             0.94881,             0.95626,             0.98229,             0.47707,            0.030243,            0.017597,                   0,            0.005842,            0.005842,            0.005842
                  65,            0.036333,            0.020805,                   0,             0.93926,              0.9204,             0.97569,             0.59143,            0.029076,            0.017351,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.040258,            0.018792,                   0,             0.92014,             0.96429,             0.97751,             0.44204,            0.034115,            0.017514,                   0,             0.00571,             0.00571,             0.00571
                  67,            0.036771,            0.022003,                   0,             0.93011,             0.96429,             0.97798,             0.52595,            0.031338,            0.017395,                   0,            0.005644,            0.005644,            0.005644
                  68,            0.033718,            0.021343,                   0,              0.9644,             0.86009,             0.96074,             0.59522,            0.027104,            0.017357,                   0,            0.005578,            0.005578,            0.005578
                  69,            0.034167,            0.020663,                   0,             0.93117,             0.96825,             0.97835,             0.57559,            0.029347,            0.017378,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.034917,             0.02036,                   0,              0.9313,             0.96824,             0.97935,             0.64757,            0.023134,            0.017008,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.033432,            0.021196,                   0,             0.94184,             0.96825,             0.97837,             0.47163,            0.032824,            0.017526,                   0,             0.00538,             0.00538,             0.00538
                  72,             0.03494,            0.020496,                   0,             0.93104,             0.96825,             0.97927,             0.66738,            0.022473,            0.016989,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.032408,            0.019035,                   0,             0.93846,             0.96817,             0.97895,             0.54848,            0.028895,            0.017192,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.030308,            0.018354,                   0,             0.93112,             0.96825,             0.98156,             0.64138,            0.024175,            0.016634,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.034963,            0.021641,                   0,             0.89411,             0.97171,             0.97477,             0.42884,            0.033906,            0.017014,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.033766,            0.019106,                   0,             0.93504,             0.97222,              0.9832,             0.55207,            0.027007,            0.016584,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.030828,            0.023248,                   0,             0.90034,              0.9679,             0.97109,             0.43109,              0.0325,             0.01739,                   0,            0.004984,            0.004984,            0.004984
                  78,             0.03247,            0.018367,                   0,             0.79011,             0.89683,             0.90865,             0.60855,            0.026898,            0.016549,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.034297,            0.022115,                   0,             0.97879,             0.91667,             0.98051,             0.56849,            0.028583,            0.016616,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.030423,             0.02084,                   0,             0.94163,             0.96025,             0.97793,             0.55407,            0.026232,            0.016696,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.030573,            0.022403,                   0,             0.94161,             0.96032,             0.98294,             0.68232,            0.024473,            0.016201,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.033975,            0.023056,                   0,             0.97901,             0.94444,             0.98533,             0.58441,            0.027097,            0.016232,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.032218,            0.022627,                   0,             0.97142,             0.94423,              0.9849,             0.60877,             0.02666,            0.015988,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.031448,            0.020348,                   0,             0.95609,             0.95635,             0.98469,              0.6911,            0.019902,            0.015732,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.033727,            0.019818,                   0,             0.95648,             0.96429,             0.98469,              0.4972,            0.028736,            0.016065,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.030009,            0.020495,                   0,             0.94186,             0.96426,             0.98431,              0.6262,            0.021117,             0.01567,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.029876,            0.017901,                   0,             0.93844,             0.96798,             0.98469,             0.58771,            0.025784,            0.015803,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.029686,            0.019537,                   0,             0.93846,              0.9682,              0.9827,             0.68426,             0.02034,            0.015474,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.031242,            0.019465,                   0,             0.95615,             0.95238,             0.98469,             0.64672,            0.022962,            0.015579,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.029659,            0.022893,                   0,             0.95275,             0.96025,             0.98488,             0.67293,            0.020942,            0.015742,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.030602,             0.02136,                   0,             0.94893,             0.96032,             0.98459,              0.5729,            0.026408,            0.016289,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.029297,            0.018829,                   0,             0.94903,             0.96429,             0.98525,             0.66988,            0.023536,             0.01587,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.032313,            0.021705,                   0,             0.94526,             0.96032,             0.98533,             0.57757,            0.024925,            0.015941,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.030994,            0.020924,                   0,             0.96289,             0.94444,             0.98509,              0.6759,            0.023105,            0.015459,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.028311,            0.020422,                   0,               0.956,             0.94834,             0.98702,             0.65156,             0.02285,            0.015554,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.030789,            0.020878,                   0,             0.95665,             0.96429,             0.98705,             0.61408,             0.02422,            0.015656,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.031663,            0.023247,                   0,             0.96031,             0.96006,             0.98476,             0.68366,            0.022153,             0.01553,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.030698,            0.022406,                   0,             0.95652,             0.96028,             0.98427,             0.62002,             0.02491,            0.015843,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.029779,            0.020895,                   0,              0.9564,             0.96032,             0.98419,             0.67206,            0.022154,            0.015724,                   0,            0.003532,            0.003532,            0.003532
                 100,              0.0284,            0.017642,                   0,             0.94938,             0.96825,             0.98138,             0.64254,            0.022772,            0.015893,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.028973,            0.020053,                   0,             0.94573,             0.96819,             0.98174,             0.67992,            0.022172,            0.015756,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.029073,            0.018148,                   0,             0.94571,             0.96769,              0.9833,             0.64044,            0.023879,            0.015962,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.029887,            0.021063,                   0,             0.94547,             0.96429,             0.98248,             0.64071,            0.023315,            0.015654,                   0,            0.003268,            0.003268,            0.003268
                 104,              0.0266,            0.017585,                   0,             0.94909,             0.96429,             0.98234,             0.64541,            0.023865,            0.015683,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.030012,            0.020194,                   0,             0.94919,             0.96429,             0.98247,              0.6892,            0.021388,            0.015506,                   0,            0.003136,            0.003136,            0.003136
                 106,             0.02871,            0.017698,                   0,             0.94922,             0.96423,             0.98429,             0.56962,            0.028496,            0.015951,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.029938,            0.019705,                   0,             0.95621,             0.96032,             0.98532,             0.66122,            0.023663,            0.015545,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.029243,            0.017869,                   0,             0.95635,             0.95626,             0.98564,             0.63986,             0.02452,            0.015659,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.029427,            0.021223,                   0,             0.94518,             0.96032,              0.9839,             0.66582,             0.02405,            0.015669,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.028439,            0.020392,                   0,             0.95239,             0.95635,             0.98428,             0.67052,            0.022261,            0.015641,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.028306,            0.019788,                   0,             0.95616,              0.9521,             0.98457,             0.67014,            0.022199,            0.015532,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.028445,            0.021005,                   0,             0.95275,             0.96029,              0.9852,              0.6748,             0.02235,            0.015614,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.028567,             0.01763,                   0,             0.93511,             0.97209,             0.98543,             0.64335,            0.026041,            0.015739,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.029216,            0.021387,                   0,             0.93869,             0.97218,             0.98503,             0.65222,            0.024732,            0.015532,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.028863,            0.021293,                   0,             0.93511,             0.97214,             0.98423,             0.65729,             0.02437,            0.015488,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.027798,            0.020845,                   0,             0.94506,             0.96032,             0.98325,             0.67087,            0.024339,            0.015605,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.028645,             0.01825,                   0,             0.95253,             0.96032,             0.98371,              0.6554,            0.024512,            0.015609,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.028867,            0.021168,                   0,             0.94941,             0.96816,             0.98383,             0.63725,            0.025234,            0.015534,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.026528,            0.016294,                   0,             0.95294,             0.96423,              0.9836,             0.65638,            0.025791,            0.015309,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.028396,            0.019934,                   0,             0.95269,             0.96429,             0.98383,              0.6639,            0.023801,            0.015269,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.027913,            0.018031,                   0,             0.95669,             0.96413,             0.98394,             0.68567,            0.021863,            0.014992,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.027857,            0.018761,                   0,             0.95668,             0.96405,             0.98483,             0.64802,            0.023881,            0.014997,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.025636,            0.019853,                   0,             0.95293,             0.96415,             0.98565,             0.67106,            0.022433,             0.01493,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.026159,             0.01661,                   0,             0.94208,             0.96824,             0.98539,             0.69949,            0.021774,            0.014836,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.026895,            0.017354,                   0,             0.95617,             0.95222,              0.9862,             0.62797,            0.024686,            0.015173,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.027722,            0.018993,                   0,             0.94531,             0.96029,             0.98583,             0.64646,            0.022925,            0.015227,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.026021,            0.017208,                   0,             0.94552,             0.96427,             0.98538,             0.65903,            0.022874,            0.015222,                   0,            0.001684,            0.001684,            0.001684
                 128,            0.027612,            0.018561,                   0,             0.93846,             0.96823,             0.98537,              0.6327,             0.02454,            0.015396,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.028363,            0.022023,                   0,             0.94208,             0.96815,             0.98514,             0.65109,            0.023487,            0.015201,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.026449,            0.016899,                   0,             0.94208,             0.96825,             0.98491,             0.64309,            0.024222,            0.015237,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.028466,             0.01925,                   0,             0.94201,             0.96825,             0.98538,             0.63664,            0.025187,            0.015294,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.026471,            0.017182,                   0,             0.94208,              0.9682,             0.98571,             0.67252,            0.023071,            0.015054,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.028439,            0.021148,                   0,             0.94184,             0.96825,             0.98446,             0.68805,            0.021678,            0.014991,                   0,            0.001288,            0.001288,            0.001288
                 134,             0.02704,            0.021033,                   0,             0.94573,             0.96822,             0.98537,             0.69191,             0.02131,            0.014976,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.028933,            0.020137,                   0,             0.94901,             0.96015,             0.98609,             0.67975,            0.021809,            0.015053,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.029682,            0.021925,                   0,             0.94529,             0.96429,             0.98778,             0.65214,            0.022767,             0.01521,                   0,             0.00109,             0.00109,             0.00109
                 137,             0.02735,            0.017574,                   0,               0.942,             0.96825,             0.98775,             0.65781,            0.022568,            0.015283,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.025442,            0.017284,                   0,             0.94197,             0.96825,             0.98761,              0.6634,            0.022381,            0.015377,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.025522,            0.019128,                   0,             0.94907,             0.96429,              0.9872,             0.65927,            0.022665,            0.015366,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.026586,            0.018112,                   0,             0.94567,             0.96825,             0.98705,              0.6639,            0.022699,             0.01533,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.026534,            0.020923,                   0,             0.94573,             0.96817,             0.98656,             0.66071,            0.023533,            0.015325,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.025705,            0.017757,                   0,               0.942,             0.96825,              0.9864,             0.68287,            0.022812,            0.015264,                   0,            0.000694,            0.000694,            0.000694
                 143,             0.02711,            0.020114,                   0,             0.94921,             0.96415,             0.98592,             0.68341,             0.02296,            0.015234,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.027845,            0.019971,                   0,             0.95294,             0.96426,              0.9862,             0.68881,            0.022499,            0.015123,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.027625,            0.019591,                   0,             0.95294,             0.96425,             0.98598,             0.68988,            0.022454,             0.01513,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.026431,            0.020605,                   0,             0.95669,             0.96428,             0.98639,             0.67688,            0.022866,            0.015156,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.025254,            0.017227,                   0,             0.94574,             0.96825,             0.98599,             0.67463,            0.022816,            0.015175,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.026413,            0.018207,                   0,             0.96384,             0.95204,             0.98619,             0.68706,            0.022094,            0.015101,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.028635,            0.021797,                   0,             0.94573,             0.96822,             0.98581,             0.69011,            0.021785,            0.015013,                   0,            0.000232,            0.000232,            0.000232
                   0,             0.11514,            0.015259,                   0,            0.002859,            0.016575,           0.0013361,          0.00028115,            0.085425,            0.027292,                   0,               0.002,               0.002,               0.082
                   1,             0.10785,            0.020852,                   0,           0.0038946,            0.038674,             0.00202,          0.00059928,            0.078447,            0.035163,                   0,           0.0040729,           0.0040729,            0.063073
                   2,             0.10118,            0.023805,                   0,           0.0080792,            0.016575,           0.0028315,          0.00058325,            0.072092,              0.0396,                   0,           0.0061182,           0.0061182,            0.044118
                   3,            0.094244,            0.027808,                   0,            0.013187,            0.027624,            0.004849,          0.00087936,            0.067926,            0.042325,                   0,           0.0081357,           0.0081357,            0.025136
                   4,            0.088144,             0.02765,                   0,            0.016887,            0.033149,           0.0031163,          0.00048715,            0.065775,            0.042509,                   0,            0.009736,            0.009736,            0.009736
                   5,            0.080874,            0.027667,                   0,            0.046801,            0.096685,            0.017419,           0.0028107,            0.056165,            0.047301,                   0,            0.009736,            0.009736,            0.009736
                   6,            0.078192,            0.030155,                   0,            0.057886,             0.10221,            0.031004,           0.0058789,            0.051497,            0.049845,                   0,             0.00967,             0.00967,             0.00967
                   7,            0.075513,            0.030011,                   0,             0.08103,             0.39503,            0.069057,            0.012786,            0.065799,            0.031352,                   0,            0.009604,            0.009604,            0.009604
                   8,            0.077945,              0.0271,                   0,             0.21078,              0.4779,             0.19007,            0.035426,            0.058971,            0.033936,                   0,            0.009538,            0.009538,            0.009538
                   9,            0.072633,            0.028179,                   0,             0.26794,             0.51934,             0.26944,            0.050922,            0.055285,            0.035272,                   0,            0.009472,            0.009472,            0.009472
                  10,            0.070214,            0.024507,                   0,           0.0064252,            0.063536,           0.0034001,          0.00049513,            0.087753,            0.023457,                   0,            0.009406,            0.009406,            0.009406
                  11,            0.084603,            0.017589,                   0,             0.18529,              0.3674,             0.13592,            0.021797,            0.058527,            0.033331,                   0,             0.00934,             0.00934,             0.00934
                  12,            0.066296,            0.025329,                   0,             0.42266,             0.50552,             0.38755,            0.085869,            0.047975,            0.039121,                   0,            0.009274,            0.009274,            0.009274
                  13,             0.06403,             0.02757,                   0,             0.28891,             0.43646,             0.27489,            0.057273,            0.050735,            0.037929,                   0,            0.009208,            0.009208,            0.009208
                  14,            0.066734,            0.027885,                   0,             0.48827,             0.57182,             0.49212,             0.11667,            0.050146,            0.035664,                   0,            0.009142,            0.009142,            0.009142
                  15,            0.063203,            0.032199,                   0,             0.54289,             0.62335,             0.61223,             0.22815,            0.041731,            0.038216,                   0,            0.009076,            0.009076,            0.009076
                  16,              0.0558,            0.027466,                   0,             0.64285,             0.62153,             0.66369,             0.25729,            0.040581,            0.037385,                   0,             0.00901,             0.00901,             0.00901
                  17,            0.056542,            0.025613,                   0,             0.51718,             0.64641,              0.5753,             0.16636,              0.0412,            0.035846,                   0,            0.008944,            0.008944,            0.008944
                  18,             0.05837,            0.028575,                   0,             0.44547,             0.60773,             0.47886,             0.17563,             0.04024,            0.034988,                   0,            0.008878,            0.008878,            0.008878
                  19,            0.051491,            0.026397,                   0,              0.6898,             0.74586,             0.78939,             0.30261,             0.03577,            0.035734,                   0,            0.008812,            0.008812,            0.008812
                  20,            0.049835,            0.027325,                   0,             0.42472,             0.59669,             0.44548,             0.15918,            0.041824,            0.032782,                   0,            0.008746,            0.008746,            0.008746
                  21,            0.056911,             0.02577,                   0,             0.51551,             0.67956,             0.54479,             0.19109,             0.04747,            0.031647,                   0,             0.00868,             0.00868,             0.00868
                  22,            0.054637,            0.028264,                   0,             0.64288,             0.67403,             0.66153,             0.29202,            0.035718,            0.033196,                   0,            0.008614,            0.008614,            0.008614
                  23,            0.051411,            0.025084,                   0,             0.41119,             0.60773,             0.45213,             0.13089,            0.044525,            0.032271,                   0,            0.008548,            0.008548,            0.008548
                  24,            0.062132,            0.024475,                   0,             0.62294,             0.68785,             0.67295,              0.2705,            0.039942,            0.031171,                   0,            0.008482,            0.008482,            0.008482
                  25,            0.049292,            0.027955,                   0,             0.88899,             0.74586,             0.88093,             0.37207,            0.035487,            0.031551,                   0,            0.008416,            0.008416,            0.008416
                  26,            0.045925,            0.025412,                   0,             0.87781,             0.73429,             0.85422,             0.28979,            0.041246,            0.032242,                   0,             0.00835,             0.00835,             0.00835
                  27,            0.050534,            0.025408,                   0,             0.51691,             0.57048,             0.52493,             0.24783,            0.036366,            0.031631,                   0,            0.008284,            0.008284,            0.008284
                  28,            0.047907,            0.024439,                   0,              0.6944,             0.77624,             0.74044,             0.28154,            0.030365,            0.032113,                   0,            0.008218,            0.008218,            0.008218
                  29,            0.042603,            0.029013,                   0,             0.67804,             0.76791,             0.73617,             0.27439,            0.031664,            0.031891,                   0,            0.008152,            0.008152,            0.008152
                  30,            0.051521,            0.022521,                   0,             0.26225,             0.58526,              0.3098,            0.081486,            0.055639,            0.028583,                   0,            0.008086,            0.008086,            0.008086
                  31,            0.058234,            0.024182,                   0,             0.42158,             0.64917,             0.53318,             0.23123,            0.044977,            0.028196,                   0,             0.00802,             0.00802,             0.00802
                  32,            0.048209,            0.025892,                   0,             0.71633,             0.62983,             0.75735,             0.38101,             0.03922,            0.029331,                   0,            0.007954,            0.007954,            0.007954
                  33,            0.049425,            0.022952,                   0,             0.46796,             0.58564,             0.45812,               0.174,            0.040304,            0.032391,                   0,            0.007888,            0.007888,            0.007888
                  34,            0.054438,            0.022535,                   0,               0.485,             0.85635,             0.52007,             0.21906,            0.039444,            0.031697,                   0,            0.007822,            0.007822,            0.007822
                  35,            0.045967,            0.022834,                   0,             0.51505,             0.87723,             0.56278,             0.26524,            0.033735,            0.031647,                   0,            0.007756,            0.007756,            0.007756
                  36,            0.043818,            0.025735,                   0,             0.63194,             0.74033,             0.73316,             0.40077,            0.033247,            0.029708,                   0,             0.00769,             0.00769,             0.00769
