               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,             0.03053,            0.017534,                   0,             0.96216,             0.95865,             0.97717,             0.56233,            0.031843,            0.017437,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.028629,              0.0206,                   0,             0.95816,             0.94693,             0.97485,             0.57553,            0.029266,            0.017394,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.030491,            0.018577,                   0,             0.96548,             0.95113,              0.9805,             0.53599,            0.034316,             0.01749,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.029877,            0.019579,                   0,             0.96551,             0.95113,             0.98225,             0.61821,            0.028653,            0.017199,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.031056,             0.01741,                   0,             0.94442,             0.96241,             0.97672,             0.62811,            0.029298,            0.017288,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.032868,            0.025615,                   0,             0.94761,             0.95489,             0.97976,             0.58676,            0.029634,            0.017372,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.030439,            0.017228,                   0,             0.95505,              0.9584,             0.97739,             0.59785,            0.034203,            0.017438,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.030479,            0.020019,                   0,             0.95841,             0.95489,             0.97431,             0.62653,            0.029969,            0.017123,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.027422,            0.019568,                   0,             0.96565,             0.95103,             0.97757,             0.59413,             0.02988,            0.017201,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.031099,            0.021398,                   0,             0.95827,             0.94954,             0.97414,             0.61273,            0.032078,            0.017407,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.029867,            0.022309,                   0,             0.95476,             0.95489,             0.97835,             0.62771,             0.02894,            0.017207,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.028315,            0.019259,                   0,             0.96923,             0.94719,               0.979,             0.65094,            0.027991,            0.017133,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.027975,            0.018306,                   0,             0.95471,             0.95105,             0.97031,             0.52223,            0.033663,            0.017496,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.029907,            0.019987,                   0,             0.95879,             0.96207,             0.97836,             0.67977,            0.026468,             0.01669,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.028599,            0.020756,                   0,             0.95184,             0.96592,             0.97806,             0.62949,            0.029431,            0.016876,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.027072,            0.016967,                   0,             0.95857,             0.96241,             0.97761,             0.69435,            0.025229,            0.016631,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.027513,            0.016137,                   0,              0.9548,             0.95865,             0.97506,             0.53314,             0.03293,            0.017074,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.027601,            0.017203,                   0,             0.96226,             0.95844,             0.97796,             0.58892,            0.030668,            0.016932,                   0,            0.003136,            0.003136,            0.003136
                 106,            0.025945,            0.015545,                   0,             0.96203,             0.95489,             0.97809,             0.51522,            0.032619,            0.017065,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.030109,            0.020565,                   0,             0.96226,             0.95864,             0.97814,             0.59845,            0.029807,            0.016797,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.028064,            0.019982,                   0,             0.96238,             0.96241,             0.97913,             0.64092,            0.027023,            0.016579,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.028503,            0.018822,                   0,             0.96228,             0.96241,             0.97971,             0.48456,            0.034189,             0.01716,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.030937,            0.020831,                   0,             0.96591,             0.95854,             0.97938,             0.66482,            0.026073,            0.016473,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.027207,            0.018695,                   0,             0.96603,              0.9623,              0.9799,             0.59769,            0.029398,            0.016885,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.028937,            0.020904,                   0,             0.96956,             0.95865,             0.97979,             0.57378,            0.030531,            0.017125,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.028598,            0.018365,                   0,             0.96225,              0.9583,              0.9801,             0.63886,            0.028544,            0.016894,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.031311,            0.020453,                   0,             0.94804,             0.96992,             0.97824,             0.58619,            0.030656,            0.016992,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.029184,            0.020467,                   0,             0.94519,             0.97368,             0.97861,             0.56368,              0.0311,            0.016981,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.027459,            0.019445,                   0,             0.94834,             0.96616,             0.98185,             0.63819,            0.027102,            0.016892,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.028893,            0.018665,                   0,             0.95537,             0.96617,              0.9783,             0.59184,            0.029421,            0.017045,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.028877,            0.018647,                   0,             0.95879,             0.96241,             0.97582,             0.57929,            0.029956,            0.017007,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.026551,            0.016141,                   0,             0.97299,             0.95489,             0.97557,             0.56179,            0.030634,            0.017146,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.027554,            0.019875,                   0,             0.96917,             0.95113,               0.976,             0.64992,            0.026874,            0.016834,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.028021,            0.020266,                   0,             0.96199,             0.95489,             0.97312,             0.64027,            0.027494,            0.016769,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.026153,            0.016233,                   0,             0.96946,             0.95486,             0.97422,             0.55703,            0.030651,             0.01709,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.025985,            0.018589,                   0,             0.95522,             0.96229,             0.97596,             0.60696,            0.028087,            0.016826,                   0,            0.001948,            0.001948,            0.001948
                 124,             0.02586,            0.017691,                   0,             0.96571,             0.95489,             0.97698,             0.66637,            0.026225,            0.016562,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.027229,            0.017097,                   0,             0.95505,             0.95859,             0.97497,             0.56761,             0.02981,            0.017048,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.026426,            0.017603,                   0,             0.94494,             0.96992,             0.97521,              0.6015,            0.028185,            0.016779,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.025721,            0.016668,                   0,             0.95146,             0.96617,              0.9755,             0.59052,            0.029418,            0.016861,                   0,            0.001684,            0.001684,            0.001684
                 128,            0.026572,             0.01863,                   0,             0.94505,             0.96982,             0.97509,             0.55498,            0.030841,            0.016995,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.028656,            0.018908,                   0,              0.9484,             0.97368,             0.97949,             0.60085,             0.02858,            0.016708,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.024757,            0.015478,                   0,             0.96226,             0.95849,             0.98013,             0.58317,            0.029587,            0.016825,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.026917,             0.02025,                   0,             0.96207,             0.95489,             0.97671,              0.5929,            0.029268,            0.016749,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.025703,            0.016428,                   0,             0.96212,             0.95485,              0.9765,             0.61592,            0.028264,             0.01662,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.025822,            0.016642,                   0,             0.95545,             0.96992,             0.97748,             0.64513,             0.02654,            0.016541,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.026788,            0.017093,                   0,              0.9522,             0.97355,             0.97705,              0.6408,            0.026814,            0.016531,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.027306,            0.020124,                   0,             0.95895,             0.96616,             0.97692,             0.64741,            0.026352,            0.016409,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.028566,            0.019276,                   0,             0.95895,             0.96604,             0.97515,             0.61955,            0.027784,            0.016493,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.027415,            0.018113,                   0,             0.95195,             0.96992,             0.97495,             0.62177,            0.027746,             0.01649,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.026642,            0.018221,                   0,              0.9522,             0.97368,              0.9801,             0.65384,            0.026409,            0.016367,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.026026,            0.017107,                   0,              0.9522,             0.97366,             0.97812,             0.64343,            0.026697,            0.016367,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.026352,            0.018145,                   0,              0.9586,             0.95865,             0.97528,             0.62573,            0.027064,            0.016415,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.027714,            0.019119,                   0,             0.96225,             0.95835,             0.97797,              0.5987,            0.028356,            0.016614,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.024547,            0.015891,                   0,             0.96226,             0.95842,             0.97635,              0.6166,            0.027556,            0.016518,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.025772,            0.019541,                   0,             0.95195,             0.96992,             0.97866,             0.62623,            0.027347,            0.016407,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.027376,            0.019879,                   0,              0.9485,             0.96992,             0.97885,             0.64141,            0.026868,            0.016372,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.026933,            0.017684,                   0,             0.94845,             0.96992,             0.97835,              0.6456,            0.026867,            0.016373,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.025405,            0.019175,                   0,             0.94851,             0.96992,             0.97852,             0.63485,            0.027464,            0.016363,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.025433,            0.016893,                   0,             0.95849,             0.95483,             0.97699,             0.63465,            0.027638,            0.016386,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.026599,            0.017735,                   0,             0.95201,             0.96992,             0.97854,             0.62116,             0.02798,            0.016404,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.028426,            0.019674,                   0,             0.95555,             0.96985,             0.97861,             0.62611,            0.027845,             0.01635,                   0,            0.000232,            0.000232,            0.000232
                   0,             0.11643,            0.015421,                   0,           0.0057689,           0.0072727,           0.0013264,          0.00029067,             0.10449,            0.021158,                   0,               0.002,               0.002,               0.082
                   1,             0.10692,            0.020401,                   0,           0.0068457,                0.08,           0.0045985,          0.00075909,            0.093043,            0.028494,                   0,           0.0040729,           0.0040729,            0.063073
                   2,            0.096035,            0.027021,                   0,             0.01051,                0.04,           0.0042388,           0.0010259,            0.083438,            0.033524,                   0,           0.0061182,           0.0061182,            0.044118
                   3,            0.090322,             0.03163,                   0,            0.016349,            0.087273,           0.0080215,            0.001713,             0.08005,            0.036143,                   0,           0.0081357,           0.0081357,            0.025136
                   4,            0.084628,            0.029738,                   0,            0.089274,                0.04,            0.011995,           0.0023779,            0.079534,            0.033751,                   0,            0.009736,            0.009736,            0.009736
                   5,            0.087978,            0.029066,                   0,            0.048168,             0.18545,            0.030431,           0.0056369,            0.073876,            0.034544,                   0,            0.009736,            0.009736,            0.009736
                   6,            0.079735,            0.031981,                   0,             0.12212,             0.19636,            0.082459,            0.016468,            0.073918,            0.030978,                   0,             0.00967,             0.00967,             0.00967
                   7,            0.076815,            0.026296,                   0,             0.19185,             0.45818,             0.15404,            0.031861,            0.080833,            0.025427,                   0,            0.009604,            0.009604,            0.009604
                   8,             0.08322,            0.025328,                   0,             0.10218,             0.35273,            0.080167,             0.01391,            0.082445,            0.021839,                   0,            0.009538,            0.009538,            0.009538
                   9,            0.078367,            0.024528,                   0,             0.17398,             0.36364,             0.11969,             0.01893,            0.074502,             0.02412,                   0,            0.009472,            0.009472,            0.009472
                  10,            0.074449,            0.025246,                   0,             0.23393,             0.40727,             0.20203,            0.038218,            0.073695,            0.028741,                   0,            0.009406,            0.009406,            0.009406
                  11,            0.073955,            0.026952,                   0,             0.19623,             0.37455,             0.18342,            0.040561,            0.063953,            0.029229,                   0,             0.00934,             0.00934,             0.00934
                  12,             0.06359,            0.025982,                   0,             0.36465,             0.55636,             0.42023,            0.096911,            0.054751,            0.032971,                   0,            0.009274,            0.009274,            0.009274
                  13,            0.059542,             0.03108,                   0,             0.69199,             0.63636,             0.69587,             0.24002,            0.051827,            0.029749,                   0,            0.009208,            0.009208,            0.009208
                  14,            0.062121,            0.030244,                   0,             0.75278,             0.71972,             0.74608,             0.23776,            0.062256,            0.026128,                   0,            0.009142,            0.009142,            0.009142
                  15,            0.064935,            0.030916,                   0,             0.54874,              0.7296,             0.63118,              0.2644,            0.052264,            0.028745,                   0,            0.009076,            0.009076,            0.009076
                  16,            0.055565,            0.029076,                   0,             0.77708,             0.77324,             0.82628,             0.37662,            0.045883,            0.029158,                   0,             0.00901,             0.00901,             0.00901
                  17,            0.056719,            0.024468,                   0,             0.42667,             0.62909,             0.49357,              0.1635,            0.063321,            0.023641,                   0,            0.008944,            0.008944,            0.008944
                  18,            0.062947,            0.026558,                   0,              0.6155,             0.70545,             0.69605,             0.28993,            0.049893,            0.026214,                   0,            0.008878,            0.008878,            0.008878
                  19,              0.0529,            0.027043,                   0,              0.7471,             0.70545,             0.78259,             0.37168,            0.041914,            0.027682,                   0,            0.008812,            0.008812,            0.008812
                  20,            0.053796,            0.026388,                   0,             0.23996,             0.45818,             0.28407,             0.05024,            0.065505,            0.020696,                   0,            0.008746,            0.008746,            0.008746
                  21,            0.066636,            0.025606,                   0,             0.52557,             0.59636,             0.57437,             0.23827,            0.059293,            0.021664,                   0,             0.00868,             0.00868,             0.00868
                  22,            0.060599,            0.023359,                   0,             0.58707,             0.63636,             0.65733,             0.35809,            0.048063,            0.022959,                   0,            0.008614,            0.008614,            0.008614
                  23,            0.055395,            0.023693,                   0,             0.46437,             0.59273,             0.54956,             0.24773,            0.056798,            0.020914,                   0,            0.008548,            0.008548,            0.008548
                  24,            0.060844,            0.024146,                   0,             0.54855,             0.74545,             0.66808,             0.18428,            0.057012,            0.020545,                   0,            0.008482,            0.008482,            0.008482
                  25,            0.052878,            0.025461,                   0,             0.87684,             0.78545,             0.87789,             0.44253,            0.048476,            0.021264,                   0,            0.008416,            0.008416,            0.008416
                  26,            0.052009,            0.021141,                   0,             0.72214,             0.76727,             0.79036,             0.28274,            0.054384,            0.021134,                   0,             0.00835,             0.00835,             0.00835
                  27,            0.057689,            0.024773,                   0,             0.71229,              0.6572,             0.74074,             0.43179,            0.053131,            0.021035,                   0,            0.008284,            0.008284,            0.008284
                  28,            0.053172,            0.025955,                   0,             0.90307,             0.84698,             0.92237,             0.30028,            0.045612,             0.02133,                   0,            0.008218,            0.008218,            0.008218
                  29,            0.047322,            0.023876,                   0,             0.76691,             0.80364,             0.83193,              0.4282,            0.043137,            0.021729,                   0,            0.008152,            0.008152,            0.008152
                  30,            0.051342,            0.026008,                   0,             0.34323,             0.83996,             0.40148,            0.072222,            0.055018,            0.021936,                   0,            0.008086,            0.008086,            0.008086
                  31,             0.05164,            0.021938,                   0,               0.744,             0.80316,             0.81893,             0.31643,            0.041566,            0.022829,                   0,             0.00802,             0.00802,             0.00802
                  32,            0.043885,             0.02752,                   0,              0.8971,             0.86182,             0.93028,              0.4865,            0.034158,            0.023747,                   0,            0.007954,            0.007954,            0.007954
                  33,            0.046639,            0.025373,                   0,               0.842,                0.76,             0.83661,             0.20407,              0.0517,            0.021882,                   0,            0.007888,            0.007888,            0.007888
                  34,            0.047475,            0.024689,                   0,             0.94167,             0.89091,             0.94237,             0.39522,            0.036942,            0.021216,                   0,            0.007822,            0.007822,            0.007822
                  35,            0.046785,            0.023343,                   0,              0.9759,             0.88333,             0.95903,             0.45129,            0.032415,            0.021475,                   0,            0.007756,            0.007756,            0.007756
                  36,            0.046179,            0.023391,                   0,             0.96096,             0.89818,             0.95346,             0.48546,            0.039857,            0.020925,                   0,             0.00769,             0.00769,             0.00769
                  37,             0.04611,            0.023002,                   0,             0.93298,             0.86182,             0.93114,             0.36225,            0.038347,            0.021087,                   0,            0.007624,            0.007624,            0.007624
                  38,            0.041864,            0.023324,                   0,             0.92231,             0.91636,             0.94757,             0.46214,             0.03181,            0.021122,                   0,            0.007558,            0.007558,            0.007558
                  39,            0.040652,            0.022155,                   0,             0.79487,             0.74909,             0.84277,             0.44928,            0.046681,            0.020519,                   0,            0.007492,            0.007492,            0.007492
                  40,            0.050323,            0.021584,                   0,              0.7414,             0.79234,             0.79776,             0.42542,            0.037562,            0.020447,                   0,            0.007426,            0.007426,            0.007426
                  41,            0.040964,            0.020964,                   0,             0.96427,             0.88321,             0.95921,             0.54497,             0.02877,             0.02036,                   0,             0.00736,             0.00736,             0.00736
                  42,            0.037308,            0.019877,                   0,             0.94358,             0.91229,             0.96453,             0.53518,            0.037979,            0.019738,                   0,            0.007294,            0.007294,            0.007294
                  43,            0.044145,            0.023155,                   0,             0.66836,             0.77818,             0.68046,             0.21222,            0.037369,            0.020582,                   0,            0.007228,            0.007228,            0.007228
                  44,            0.042207,            0.023138,                   0,             0.92496,             0.94134,             0.95735,             0.47852,            0.031552,            0.020026,                   0,            0.007162,            0.007162,            0.007162
                  45,            0.037386,            0.024261,                   0,             0.74226,             0.80639,             0.86708,             0.47108,            0.031351,            0.019875,                   0,            0.007096,            0.007096,            0.007096
                  46,            0.040745,            0.020175,                   0,             0.57255,             0.81342,             0.63021,             0.16549,            0.050589,            0.019689,                   0,             0.00703,             0.00703,             0.00703
                  47,            0.045327,            0.023764,                   0,             0.64748,             0.90834,             0.77509,             0.32013,            0.038633,            0.019233,                   0,            0.006964,            0.006964,            0.006964
                  48,            0.038356,            0.022229,                   0,             0.83101,              0.8941,             0.91084,             0.55167,            0.032085,             0.02034,                   0,            0.006898,            0.006898,            0.006898
                  49,            0.039568,            0.021869,                   0,             0.64388,             0.82843,             0.78163,             0.32644,            0.036583,            0.020113,                   0,            0.006832,            0.006832,            0.006832
                  50,             0.04337,            0.021978,                   0,             0.96205,             0.92727,             0.96271,             0.54287,            0.028731,            0.019446,                   0,            0.006766,            0.006766,            0.006766
                  51,             0.03641,             0.02283,                   0,             0.95538,             0.93439,             0.95889,             0.52574,            0.027628,            0.019347,                   0,              0.0067,              0.0067,              0.0067
                  52,            0.035334,            0.022657,                   0,             0.95131,             0.92353,             0.96189,             0.56584,            0.030582,            0.019425,                   0,            0.006634,            0.006634,            0.006634
                  53,            0.039943,             0.01971,                   0,             0.88057,             0.88727,               0.934,             0.50038,            0.033655,            0.019153,                   0,            0.006568,            0.006568,            0.006568
                  54,            0.037865,            0.024413,                   0,             0.95798,             0.91636,             0.95791,             0.48446,             0.03017,            0.019609,                   0,            0.006502,            0.006502,            0.006502
                  55,            0.034463,             0.02364,                   0,             0.95873,             0.93455,             0.95731,             0.64369,            0.024725,            0.019159,                   0,            0.006436,            0.006436,            0.006436
                  56,             0.03682,             0.02331,                   0,             0.93916,             0.89808,              0.9427,             0.32123,            0.040751,            0.019536,                   0,             0.00637,             0.00637,             0.00637
                  57,            0.039168,            0.022209,                   0,             0.95131,             0.92359,             0.95568,             0.53253,            0.033889,            0.019159,                   0,            0.006304,            0.006304,            0.006304
                  58,            0.037055,            0.018348,                   0,              0.8554,             0.77818,             0.89681,             0.50586,            0.034131,            0.018895,                   0,            0.006238,            0.006238,            0.006238
                  59,            0.041992,            0.022324,                   0,             0.87405,               0.858,             0.88545,             0.26217,            0.040915,            0.019282,                   0,            0.006172,            0.006172,            0.006172
                  60,            0.037681,             0.01993,                   0,             0.94682,             0.92727,             0.95793,             0.48461,            0.027849,            0.019165,                   0,            0.006106,            0.006106,            0.006106
                  61,              0.0327,            0.020178,                   0,             0.95689,             0.89455,             0.95163,             0.32819,            0.038404,            0.019003,                   0,             0.00604,             0.00604,             0.00604
                  62,            0.038906,            0.019951,                   0,             0.85745,             0.92364,             0.90744,             0.53643,            0.035876,            0.019195,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.040574,            0.019342,                   0,             0.73674,              0.9159,              0.8023,              0.3718,            0.027233,            0.018808,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.035052,            0.020124,                   0,             0.92779,             0.93446,             0.96186,             0.48804,            0.029325,            0.018676,                   0,            0.005842,            0.005842,            0.005842
                  65,            0.033708,             0.02028,                   0,             0.92971,             0.91636,              0.9586,             0.60049,            0.029365,            0.018181,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.036978,            0.020185,                   0,             0.95454,             0.91617,              0.9587,             0.37677,            0.031958,             0.01864,                   0,             0.00571,             0.00571,             0.00571
                  67,            0.033083,            0.020501,                   0,             0.95481,             0.92364,             0.96187,              0.5647,            0.025525,            0.018157,                   0,            0.005644,            0.005644,            0.005644
                  68,             0.03213,            0.020134,                   0,             0.95488,             0.92364,              0.9623,             0.57451,            0.028844,            0.018534,                   0,            0.005578,            0.005578,            0.005578
                  69,            0.033498,              0.0192,                   0,             0.95201,             0.93778,             0.96677,              0.6662,            0.025808,            0.018332,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.034233,            0.018917,                   0,             0.96254,             0.93449,             0.97284,             0.62011,            0.023454,            0.018121,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.031142,            0.018267,                   0,             0.96578,             0.92355,             0.96792,             0.59834,            0.025312,            0.018424,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.034789,            0.022753,                   0,             0.95137,             0.92727,             0.96541,             0.46282,            0.031836,            0.018638,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.030602,            0.018592,                   0,             0.94436,             0.93091,             0.97005,             0.62159,            0.024086,            0.017958,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.029872,            0.019574,                   0,             0.95449,                0.92,             0.96767,             0.45008,            0.033798,            0.018385,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.035619,            0.020643,                   0,             0.92891,             0.95273,             0.97104,             0.63917,            0.024089,            0.017451,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.033331,            0.019856,                   0,             0.92827,             0.94545,             0.96949,              0.5365,            0.028791,            0.017837,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.031718,            0.020613,                   0,             0.95505,             0.92704,             0.97096,             0.51752,            0.029101,            0.017992,                   0,            0.004984,            0.004984,            0.004984
                  78,            0.030422,            0.018137,                   0,             0.93183,             0.94545,             0.97542,             0.60647,            0.025322,            0.017607,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.033368,            0.022279,                   0,             0.96204,             0.92364,             0.96825,             0.55306,            0.027362,            0.017928,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.030396,            0.019259,                   0,              0.9658,             0.93091,             0.97315,             0.57837,            0.025627,            0.017698,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.030636,            0.019846,                   0,             0.94894,             0.94909,             0.96779,              0.6574,            0.024167,            0.017546,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.032828,            0.019537,                   0,             0.96933,             0.93455,             0.96677,              0.4739,            0.031742,             0.01802,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.033979,             0.02004,                   0,             0.96577,             0.93091,              0.9668,             0.55506,             0.02806,            0.017574,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.031276,            0.018731,                   0,             0.95249,             0.94783,             0.96917,              0.6649,            0.023899,            0.017149,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.033325,            0.018553,                   0,             0.95238,             0.94538,             0.96893,             0.45726,            0.031493,            0.017807,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.030935,            0.018849,                   0,             0.93928,             0.95627,             0.96915,             0.59022,            0.025919,            0.017253,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.029844,            0.018627,                   0,             0.93927,             0.95636,             0.96968,              0.6492,            0.025479,            0.017261,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.031946,            0.018838,                   0,             0.93571,             0.95267,             0.96873,             0.58766,            0.027796,            0.017318,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.030713,            0.020214,                   0,             0.96239,             0.93043,             0.96882,             0.64516,            0.024179,            0.017099,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.029549,            0.019537,                   0,             0.95847,             0.93091,             0.97041,             0.48356,            0.029812,            0.017729,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.033145,             0.02053,                   0,             0.95505,             0.92724,             0.97157,             0.64804,            0.022762,            0.017221,                   0,             0.00406,             0.00406,             0.00406
